"No.","Time","Source","Destination","Protocol","Length","Info"
"4502","21.628470800","192.168.137.174","192.168.137.1","DNS","97","Standard query 0xfc26[Packet size limited during capture]"
"4503","22.191272900","192.168.137.1","192.168.137.174","DNS","553","Standard query response 0xbcc8 A sn.api.np.km.playstation.net[Packet size limited during capture]"
"4504","22.192106700","192.168.137.174","23.46.164.164","TCP","74","54063  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=128 SACK_PERM=1 TSval=682577 TSecr=0"
"4505","22.260073000","52.25.132.48","192.168.137.174","TLSv1.2","702","[TCP Spurious Retransmission] , Application Data[Packet size limited during capture]"
"4506","22.260456900","192.168.137.174","52.25.132.48","TCP","66","[TCP Dup ACK 4239#1] 58207  >  443 [ACK] Seq=225 Ack=795 Win=517 Len=0 TSval=682646 TSecr=2360269505"
"4507","22.050859700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4508","22.053499800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4509","22.053568000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4510","22.056143700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4511","22.058704700","3.123.217.208","192.168.1.67","TCP","162","443  >  63935[Packet size limited during capture]"
"4512","22.059672700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4513","22.059748500","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4514","22.065289100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4515","22.068077800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4516","22.068403200","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4517","22.068600700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4518","22.071721700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4519","22.071794800","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4520","22.080524400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4521","22.099049300","192.168.1.67","3.123.217.208","TCP","104","63935  >  443[Packet size limited during capture]"
"4522","22.120570600","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4523","22.122911600","192.168.1.67","192.168.1.254","UDP","138","54656  >  53 Len=46[Packet size limited during capture]"
"4524","22.190407300","192.168.1.254","192.168.1.67","UDP","605","53  >  54656[Packet size limited during capture]"
"4525","22.192374500","192.168.1.67","23.46.164.164","TCP","124","61815  >  443[Packet size limited during capture]"
"4526","22.237249200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4527","22.237374700","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4528","22.259955900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4529","22.259955900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4530","22.259955900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4531","22.259955900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4532","22.259955900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4533","22.259955900","52.25.132.48","192.168.1.67","TCP","754","443  >  61726[Packet size limited during capture]"
"4534","22.260170800","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4535","22.260262500","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4536","22.260303700","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4537","22.260339800","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4538","22.260374500","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4539","22.260558900","192.168.1.67","52.25.132.48","TCP","116","61726  >  443[Packet size limited during capture]"
"4540","22.341392100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4541","22.341504200","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4542","22.364037200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4543","22.364151800","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4544","22.394080400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4545","22.394080400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4546","22.394080400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4547","22.394080400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4548","22.394223400","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4549","22.394302500","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4550","22.394339600","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4551","22.394371200","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4552","22.411337800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4553","22.411337800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4554","22.411569900","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4555","22.411728400","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4556","22.432834100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4557","22.432834100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4558","22.432834100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4559","22.432834100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4560","22.433102100","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4561","22.433264700","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4562","22.433345100","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4563","22.433416300","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4564","22.487392400","192.168.1.67","52.25.132.48","TCP","152","61726  >  443[Packet size limited during capture]"
"4565","22.534828500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4566","22.534884800","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4567","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4568","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4569","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4570","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4571","22.786887700","23.46.164.164","192.168.1.67","TCP","126","443  >  61815[Packet size limited during capture]"
"4572","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4573","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4574","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4575","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4576","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4577","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4578","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4579","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4580","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4581","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4582","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4583","22.786887700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4584","22.787447900","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4585","22.787610500","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4586","22.787700400","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4587","22.787780200","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4588","22.787842100","192.168.1.67","23.46.164.164","TCP","116","61815  >  443[Packet size limited during capture]"
"4589","22.787874200","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4590","22.787915100","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4591","22.787947800","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4592","22.787980000","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4593","22.788057100","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4594","22.788129200","192.168.1.67","99.86.91.25","TCP","132","63936  >  443[Packet size limited during capture]"
"4595","22.788252000","192.168.1.67","99.86.91.25","TCP","124","63936  >  443[Packet size limited during capture]"
"4596","22.788408800","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4597","22.788491100","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4598","22.788565200","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4599","22.788636100","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4600","22.788708000","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4601","22.788920100","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4602","22.788957100","192.168.1.67","23.46.164.164","TCP","267","61815  >  443[Packet size limited during capture]"
"4603","22.789678500","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4604","22.826328300","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4605","22.826548100","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4606","22.830685700","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4607","22.830903300","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4608","22.831620400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4609","22.831840300","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4610","22.842540500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4611","22.842776700","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4612","22.843072900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4613","22.843234900","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4614","22.845979400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4615","22.846199600","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4616","22.849063400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4617","22.849284700","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4618","22.877954900","23.46.164.164","192.168.1.67","TCP","118","443  >  61815[Packet size limited during capture]"
"4619","22.913379900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4620","22.913638500","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4621","22.933218900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4622","22.933477300","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4623","22.940341200","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4624","22.941768700","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4625","22.941768700","8.247.201.254","192.168.1.67","TCP","134","80  >  61768[Packet size limited during capture]"
"4626","22.942828500","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4627","22.949645800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4628","22.949897000","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4629","22.952304200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4630","22.952460000","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4631","22.955031200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4632","22.955246300","192.168.1.67","99.86.91.25","TCP","116","63936  >  443[Packet size limited during capture]"
"4633","22.956140900","23.46.164.164","192.168.1.67","TCP","1558","443  >  61815[Packet size limited during capture]"
"4634","22.960639000","23.46.164.164","192.168.1.67","TCP","1558","443  >  61815[Packet size limited during capture]"
"4635","22.960639000","23.46.164.164","192.168.1.67","TCP","559","443  >  61815[Packet size limited during capture]"
"4636","22.961753800","192.168.1.67","23.46.164.164","TCP","116","61815  >  443[Packet size limited during capture]"
"4637","22.964430000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4638","22.964430000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4639","22.964430000","52.25.132.48","192.168.1.67","TCP","150","443  >  61726[Packet size limited during capture]"
"4640","22.964888000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4641","22.487185000","192.168.137.174","52.25.132.48","TLSv1.2","102","Application Data[Packet size limited during capture]"
"4642","22.787239400","23.46.164.164","192.168.137.174","TCP","74","443  >  54063 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1452 SACK_PERM=1 TSval=2829852033 TSecr=682577 WS=128"
"4643","22.787667400","192.168.137.174","23.46.164.164","TCP","66","54063  >  443 [ACK] Seq=1 Ack=1 Win=66176 Len=0 TSval=683173 TSecr=2829852033"
"4644","22.788798700","192.168.137.174","23.46.164.164","TLSv1.2","217","Client Hello[Packet size limited during capture]"
"4645","22.789030300","8.247.201.254","192.168.137.174","HTTP","1506","[TCP Spurious Retransmission] Continuation"
"4646","22.789527300","192.168.137.174","8.247.201.254","TCP","66","[TCP Dup ACK 4342#1] 52907  >  80 [ACK] Seq=1 Ack=558937 Win=65535 Len=0 TSval=683175 TSecr=2329708623"
"4647","22.878107400","23.46.164.164","192.168.137.174","TCP","66","443  >  54063 [ACK] Seq=1 Ack=152 Win=30080 Len=0 TSval=2829852629 TSecr=683174"
"4648","22.940527700","8.247.201.254","192.168.137.174","HTTP","1506","Continuation"
"4649","22.941963000","8.247.201.254","192.168.137.174","HTTP","1506","Continuation"
"4650","22.942027700","8.247.201.254","192.168.137.174","TCP","82","80  >  52907 [PSH, ACK] Seq=561817 Ack=1 Win=4883 Len=16 TSval=2329710651 TSecr=683175 [TCP segment of a reassembled PDU]"
"4651","22.942591800","192.168.137.174","8.247.201.254","TCP","66","52907  >  80 [ACK] Seq=1 Ack=561817 Win=65535 Len=0 TSval=683328 TSecr=2329710651"
"4652","22.956290900","23.46.164.164","192.168.137.174","TLSv1.2","1506","[Packet size limited during capture]"
"4653","22.960824700","23.46.164.164","192.168.137.174","TLSv1.2","1506","[Packet size limited during capture]"
"4654","22.960879600","23.46.164.164","192.168.137.174","TLSv1.2","507","[Packet size limited during capture]"
"4655","22.961543000","192.168.137.174","23.46.164.164","TCP","66","54063  >  443 [ACK] Seq=152 Ack=2881 Win=64768 Len=0 TSval=683347 TSecr=2829852631"
"4656","22.964635900","52.25.132.48","192.168.137.174","TLSv1.2","98","Application Data[Packet size limited during capture]"
"4657","22.968426300","192.168.137.174","23.46.164.164","TLSv1.2","192","Client Key Exchange"
"4658","23.041963900","192.168.137.174","8.247.201.254","TCP","66","52907  >  80 [ACK] Seq=1 Ack=561833 Win=65535 Len=0 TSval=683428 TSecr=2329710651"
"4659","23.064874100","192.168.137.174","52.25.132.48","TCP","66","58207  >  443 [ACK] Seq=261 Ack=827 Win=517 Len=0 TSval=683451 TSecr=2360270387"
"4660","23.067128800","8.247.201.254","192.168.137.174","HTTP","1506","Continuation[Packet size limited during capture]"
"4661","23.068980400","8.247.201.254","192.168.137.174","HTTP","1506","Continuation[Packet size limited during capture]"
"4662","23.069575500","192.168.137.174","8.247.201.254","TCP","66","52907  >  80 [ACK] Seq=1 Ack=564713 Win=65535 Len=0 TSval=683455 TSecr=2329710800"
"4663","23.178968700","8.247.201.254","192.168.137.174","HTTP","1506","Continuation[Packet size limited during capture]"
"4664","23.179023900","8.247.201.254","192.168.137.174","HTTP","90","Continuation"
"4665","23.179505100","192.168.137.174","8.247.201.254","TCP","66","52907  >  80 [ACK] Seq=1 Ack=566177 Win=65535 Len=0 TSval=683565 TSecr=2329710800"
"4666","23.335003700","8.247.201.254","192.168.137.174","HTTP","1506","Continuation"
"4667","23.335017700","8.247.201.254","192.168.137.174","HTTP","74","Continuation"
"4668","23.335533800","192.168.137.174","8.247.201.254","TCP","66","52907  >  80 [ACK] Seq=1 Ack=567625 Win=65535 Len=0 TSval=683721 TSecr=2329710897"
"4669","23.383057000","8.247.201.254","192.168.137.174","HTTP","1482","Continuation"
"4670","23.387247300","23.46.164.164","192.168.137.174","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"4671","23.388402700","192.168.137.174","23.46.164.164","TLSv1.2","1147","Application Data[Packet size limited during capture]"
"4672","23.388402700","192.168.137.174","23.46.164.164","TLSv1.2","255","Application Data[Packet size limited during capture]"
"4673","22.968649700","192.168.1.67","23.46.164.164","TCP","242","61815  >  443[Packet size limited during capture]"
"4674","22.989093300","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4675","22.989334000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4676","22.995897100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4677","23.036816900","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4678","23.042039600","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4679","23.054851500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4680","23.056324800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4681","23.056387100","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4682","23.059519600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4683","23.061276500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4684","23.061368100","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4685","23.064904400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4686","23.064904400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4687","23.064959700","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4688","23.064962800","192.168.1.67","52.25.132.48","TCP","116","61726  >  443[Packet size limited during capture]"
"4689","23.067120100","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4690","23.068989400","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4691","23.069665800","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4692","23.178770400","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4693","23.178770400","8.247.201.254","192.168.1.67","TCP","142","80  >  61768[Packet size limited during capture]"
"4694","23.178770400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4695","23.178770400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4696","23.178770400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4697","23.178770400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4698","23.179275100","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4699","23.179696800","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4700","23.186894600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4701","23.187852900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4702","23.188058900","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4703","23.316850100","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4704","23.319471500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4705","23.319674000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4706","23.322163000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4707","23.330912500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4708","23.330948500","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4709","23.333700500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4710","23.335004400","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4711","23.335004400","8.247.201.254","192.168.1.67","TCP","126","80  >  61768[Packet size limited during capture]"
"4712","23.335659100","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4713","23.373762500","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4714","23.383012900","8.247.201.254","192.168.1.67","TCP","1534","80  >  61768[Packet size limited during capture]"
"4715","23.387210400","23.46.164.164","192.168.1.67","TCP","169","443  >  61815[Packet size limited during capture]"
"4716","23.388580200","192.168.1.67","23.46.164.164","TCP","1197","61815  >  443[Packet size limited during capture]"
"4717","23.388624700","192.168.1.67","23.46.164.164","TCP","305","61815  >  443[Packet size limited during capture]"
"4718","23.388708200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4719","23.391207500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4720","23.391457900","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4721","23.443199200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4722","23.448089900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4723","23.448343200","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4724","23.448660400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4725","23.458888500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4726","23.459140700","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4727","23.461816400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4728","23.467157000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4729","23.467409000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4730","23.469811700","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4731","23.470653500","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4732","23.476443900","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4733","23.480954900","8.247.201.254","192.168.1.67","TCP","166","80  >  61768[Packet size limited during capture]"
"4734","23.481541100","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4735","23.486589200","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4736","23.492275400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4737","23.492458000","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4738","23.499380400","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4739","23.502045500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4740","23.502219700","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4741","23.504740800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4742","23.507408000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4743","23.507581700","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4744","23.510078800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4745","23.512769500","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4746","23.512820200","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4747","23.515455600","8.247.201.254","192.168.1.67","TCP","1558","80  >  61768[Packet size limited during capture]"
"4748","23.516450900","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4749","23.520897300","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4750","23.520953600","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4751","23.522162800","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4752","23.522189500","23.46.164.164","192.168.1.67","TCP","130","443  >  61815[Packet size limited during capture]"
"4753","23.561849900","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4754","23.616284600","192.168.1.67","8.247.201.254","TCP","116","61768  >  80[Packet size limited during capture]"
"4755","23.624311000","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4756","23.664571100","192.168.1.67","99.86.91.25","TCP","104","63936  >  443[Packet size limited during capture]"
"4757","23.709471600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4758","23.709471600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4759","23.709471600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
"4760","23.709471600","8.247.201.254","192.168.1.67","TCP","126","80  >  61768[Packet size limited during capture]"
"4761","23.709471600","99.86.91.25","192.168.1.67","TCP","1558","443  >  63936[Packet size limited during capture]"
